"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","regulation","rank","gene_SYMBOL","ENTREZID"
"Adgrg3",3.92403871440972e-38,-0.687490130069486,0.047,0.444,1.26687589894718e-33,"Neutrophil 1","Adgrg3","down",52.0765208232486,"Adgrg3","54672"
"Mctp1",4.39691459222675e-38,-2.0481636036116,0.421,1,1.41954387610041e-33,"Neutrophil 1","Mctp1","down",154.912797758482,"Mctp1","78771"
"Sqor",4.40789257484178e-38,-0.865344604425362,0.112,0.683,1.42308811778767e-33,"Neutrophil 1","Sqor","down",65.4481574728294,"Sqor","59010"
"Rab28",6.37964804846168e-38,-0.646327558203555,0.042,0.413,2.05966937244585e-33,"Neutrophil 1","Rab28","down",48.6443975734227,"Rab28","100972"
"Stim2",9.46974794278678e-38,-1.79488453224436,0.225,0.857,3.05730812332871e-33,"Neutrophil 1","Stim2","down",134.37900814893,"Stim2","116873"
"Scp2",1.31620235312431e-37,-1.14896014489565,0.136,0.73,4.24935929706183e-33,"Neutrophil 1","Scp2","down",85.6418115473589,"Scp2","20280"
"Il1b",1.31682297537245e-37,3.27418532217958,0.996,0.73,4.25136297598997e-33,"Neutrophil 1","Il1b","up",244.051449620198,"Il1b","16176"
"Mpc2",2.00768976281259e-37,-1.05370159311728,0.103,0.635,6.48182639924044e-33,"Neutrophil 1","Mpc2","down",78.0964694409672,"Mpc2","70456"
"Fhip1b",2.07612877763609e-37,-0.624726785283467,0.051,0.46,6.70278175859811e-33,"Neutrophil 1","Fhip1b","down",46.2815003932276,"Fhip1b","74349"
"Clasp1",2.23849350344743e-37,-1.38661430867496,0.126,0.698,7.22697627588004e-33,"Neutrophil 1","Clasp1","down",102.619840893636,"Clasp1","76707"
"Agap1",2.40571497012517e-37,-1.11497816301381,0.179,0.857,7.76685078104912e-33,"Neutrophil 1","Agap1","down",82.4364047427311,"Agap1","347722"
"Add3",2.87921839998666e-37,-1.35457244910856,0.208,0.889,9.29555660435693e-33,"Neutrophil 1","Add3","down",99.9075361278057,"Add3","27360"
"Fhip2a",4.79378815374224e-37,-0.618398204580877,0.059,0.492,1.54767450543568e-32,"Neutrophil 1","Fhip2a","down",45.2951760257466,"Fhip2a","226252"
"Fry",4.95409030200447e-37,-1.37880048250421,0.211,0.905,1.59942805400214e-32,"Neutrophil 1","Fry","down",100.946225723237,"Fry","320365"
"Srgn",5.13020232498528e-37,2.48029376610646,1,0.905,1.6562858206215e-32,"Neutrophil 1","Srgn","up",181.503297696444,"Srgn","19073"
"Lmtk2",6.36658248226472e-37,-0.916162205314919,0.104,0.651,2.05545115439916e-32,"Neutrophil 1","Lmtk2","down",66.8452353537934,"Lmtk2","231876"
"Cpne3",9.73172203428549e-37,-1.65803446276849,0.13,0.667,3.14188645876907e-32,"Neutrophil 1","Cpne3","down",120.270337349271,"Cpne3","70568"
"Ets1",1.16311924307014e-36,-0.818202607270951,0.057,0.476,3.75513047625194e-32,"Neutrophil 1","Ets1","down",59.2048133351489,"Ets1","23871"
"Ccrl2",1.2715270184363e-36,3.54036457409523,0.979,0.397,4.10512497902158e-32,"Neutrophil 1","Ccrl2","up",255.863871176177,"Ccrl2","54199"
"Kif21b",2.31973735957867e-36,-0.730254101432684,0.061,0.492,7.48927206539975e-32,"Neutrophil 1","Kif21b","down",52.336764759942,"Kif21b","16565"
"Dtnb",2.76019888531443e-36,-0.639566639543727,0.022,0.302,8.91130210123765e-32,"Neutrophil 1","Dtnb","down",45.7260743873506,"Dtnb","13528"
"Pim1",3.26827362428024e-36,2.70056600360642,0.992,0.714,1.05516213959887e-31,"Neutrophil 1","Pim1","up",192.621768314576,"Pim1","18712"
"Zfp516",4.0142713962656e-36,-1.14280098771732,0.178,0.825,1.29600752028435e-31,"Neutrophil 1","Zfp516","down",81.2769770355687,"Zfp516","329003"
"Tmem45a2",5.8348835887337e-36,-0.611493995303524,0.006,0.175,1.88379216662267e-31,"Neutrophil 1","Tmem45a2","down",43.261274590073,"Tmem45a2","69457"
"Lmo4",6.61045750550337e-36,-0.961636230307763,0.158,0.81,2.13418620565176e-31,"Neutrophil 1","Lmo4","down",67.912724320686,"Lmo4","16911"
"Marcks",7.69468817132512e-36,3.19805272133112,0.972,0.349,2.48423007611232e-31,"Neutrophil 1","Marcks","up",225.367335250596,"Marcks","17118"
"Chst12",8.06675771564364e-36,-0.603703939085485,0.054,0.46,2.60435272849555e-31,"Neutrophil 1","Chst12","down",42.514614557505,"Chst12","59031"
"Tmx4",9.49200572528307e-36,-1.06344854234993,0.062,0.476,3.06449404840764e-31,"Neutrophil 1","Tmx4","down",74.7181661913086,"Tmx4","52837"
"Gm13986",1.3908034137267e-35,-0.914977232626256,0.071,0.524,4.49020882121664e-31,"Neutrophil 1","Gm13986","down",63.9369974428037,"Gm13986","329496"
"Slc25a24",2.217975661019e-35,-1.10096988364814,0.098,0.603,7.16073442159985e-31,"Neutrophil 1","Slc25a24","down",76.4199989710936,"Slc25a24","229731"
"Hcst",2.25155033104663e-35,-1.23836282530712,0.213,0.873,7.26913024378404e-31,"Neutrophil 1","Hcst","down",85.9380473355193,"Hcst","23900"
"Maea",2.43025105490813e-35,-0.653167517276294,0.07,0.524,7.8460655307709e-31,"Neutrophil 1","Maea","down",45.2776543896054,"Maea","59003"
"Arhgap15",2.70435533658571e-35,-2.21410201723038,0.491,1,8.73101120416695e-31,"Neutrophil 1","Arhgap15","down",153.24521125359,"Arhgap15","76117"
"Vsir",3.08651579645806e-35,-1.32525025506654,0.275,0.968,9.96481624886483e-31,"Neutrophil 1","Vsir","down",91.5497154035025,"Vsir","74048"
"Msra",3.43257630819101e-35,-1.98769408661563,0.389,0.984,1.10820726109947e-30,"Neutrophil 1","Msra","down",137.100820293242,"Msra","110265"
"Cxcl2",4.13114385865141e-35,3.98329188425112,0.987,0.619,1.33373979476561e-30,"Neutrophil 1","Cxcl2","up",274.008919641337,"Cxcl2","20310"
"Rasa2",5.22421326310613e-35,-1.72483507709548,0.226,0.841,1.68663725199381e-30,"Neutrophil 1","Rasa2","down",118.245751400774,"Rasa2","114713"
"Ech1",5.3923669911134e-35,-0.578207559640169,0.056,0.46,1.74092568308096e-30,"Neutrophil 1","Ech1","down",39.6205951392272,"Ech1","51798"
"Syne2",5.5857719488937e-35,-0.978338936160251,0.061,0.476,1.80336647370033e-30,"Neutrophil 1","Syne2","down",67.0043768861687,"Syne2","319565"
"Hhex",5.92919905352334e-35,-0.622734686864938,0.048,0.429,1.91424191443001e-30,"Neutrophil 1","Hhex","down",42.6126330746909,"Hhex","15242"
"Zfhx3",7.44011059244519e-35,-1.30527326932357,0.147,0.73,2.40203970477093e-30,"Neutrophil 1","Zfhx3","down",89.0212483752573,"Zfhx3","11906"
"Myh9",9.07320633269614e-35,-1.80125823695148,0.566,1,2.92928466451095e-30,"Neutrophil 1","Myh9","down",122.490593798021,"Myh9","17886"
"Marcksl1",1.06775108271696e-34,3.3123648191819,0.966,0.524,3.44723437055171e-30,"Neutrophil 1","Marcksl1","up",224.710764781871,"Marcksl1","17357"
"Slc27a4",1.85540035870833e-34,-0.975377893772841,0.122,0.683,5.99016005808986e-30,"Neutrophil 1","Slc27a4","down",65.6306762932861,"Slc27a4","26569"
"Mapk3",3.24233696353933e-34,-0.901183391820545,0.131,0.698,1.04678848867867e-29,"Neutrophil 1","Mapk3","down",60.1352835594578,"Mapk3","26417"
"H1f4",3.36696787404336e-34,-0.605791802600718,0.017,0.254,1.0870255781349e-29,"Neutrophil 1","H1f4","down",40.4011776686108,"H1f4","50709"
"Ncoa4",4.15689994348143e-34,-0.991525627757607,0.096,0.587,1.34205514675298e-29,"Neutrophil 1","Ncoa4","down",65.9173828117948,"Ncoa4","27057"
"Sh3kbp1",4.30187707081121e-34,-1.3607293111911,0.245,0.921,1.3888610123114e-29,"Neutrophil 1","Sh3kbp1","down",90.4156779977942,"Sh3kbp1","58194"
"G6pdx",8.13596829454627e-34,-1.07854431186856,0.137,0.698,2.62669736389426e-29,"Neutrophil 1","G6pdx","down",70.9781818963447,"G6pdx","14381"
"Hipk1",9.73787519689183e-34,-1.35667216910317,0.295,0.937,3.14387300731653e-29,"Neutrophil 1","Hipk1","down",89.0377326941117,"Hipk1","15257"
"Acod1",1.44406007662084e-33,3.12146430615496,0.982,0.635,4.66214795737037e-29,"Neutrophil 1","Acod1","up",203.630257961477,"Acod1","16365"
"Gm27211",1.88569422798768e-33,-0.632865627912805,0.019,0.27,6.08796381505823e-29,"Neutrophil 1","Gm27211","down",41.1164280209764,"Gm27211","102636126"
"Arid3a",1.88925503521341e-33,-0.958808765687235,0.157,0.762,6.09945988118648e-29,"Neutrophil 1","Arid3a","down",62.2907061320866,"Arid3a","13496"
"Pram1",2.2497243239727e-33,-0.791937614860476,0.129,0.714,7.26323497994586e-29,"Neutrophil 1","Pram1","down",51.3113346963056,"Pram1","378460"
"Ppp1r15a",2.80881616526683e-33,3.19426747006904,0.91,0.159,9.06826298956396e-29,"Neutrophil 1","Ppp1r15a","up",206.254447751119,"Ppp1r15a","17872"
"Tnfaip2",3.11112915442608e-33,3.33794459607078,0.964,0.603,1.00442804750646e-28,"Neutrophil 1","Tnfaip2","up",215.190493159292,"Tnfaip2","21928"
"Lyz2",3.4602581929719e-33,-2.06961741927249,0.944,1,1.11714435760098e-28,"Neutrophil 1","Lyz2","down",133.203902679913,"Lyz2","17105"
"Txndc17",3.49368358700349e-33,-0.827580527398182,0.123,0.683,1.12793574606408e-28,"Neutrophil 1","Txndc17","down",53.2564566495837,"Txndc17","52700"
"Nt5c2",3.5418223194479e-33,-1.07010296415436,0.138,0.714,1.14347733583375e-28,"Neutrophil 1","Nt5c2","down",68.8486148373613,"Nt5c2","76952"
"Gpi1",3.59535725590935e-33,-1.36231865731667,0.254,0.873,1.16076109007033e-28,"Neutrophil 1","Gpi1","down",87.6288408200732,"Gpi1","14751"
"Sec11c",5.08969761342564e-33,-0.798266930265093,0.111,0.635,1.64320887449447e-28,"Neutrophil 1","Sec11c","down",51.0697109100544,"Sec11c","66286"
"Grk6",5.30166837121128e-33,-0.576714873929692,0.047,0.413,1.71164363364556e-28,"Neutrophil 1","Grk6","down",36.872224232868,"Grk6","26385"
"Fam222b",5.75915898016015e-33,-0.757667673121919,0.064,0.476,1.85934447674471e-28,"Neutrophil 1","Fam222b","down",48.3787164379145,"Fam222b","216971"
"Alox5",5.77534906857876e-33,-1.10192304057148,0.178,0.81,1.86457144679065e-28,"Neutrophil 1","Alox5","down",70.3570713939611,"Alox5","11689"
"Sun2",7.1072414171986e-33,-1.25774306934795,0.201,0.825,2.29457289154257e-28,"Neutrophil 1","Sun2","down",80.0450780005905,"Sun2","223697"
"Camk2g",7.64644740166461e-33,-0.645872307616861,0.035,0.349,2.46865554362742e-28,"Neutrophil 1","Camk2g","down",41.0572687196123,"Camk2g","12325"
"B2m",2.69843260227976e-32,2.1593575991423,0.994,0.984,8.71188965646019e-28,"Neutrophil 1","B2m","up",134.544592273401,"B2m","12010"
"Nedd4",2.87339206434985e-32,-0.551299122180933,0.047,0.413,9.27674627975348e-28,"Neutrophil 1","Nedd4","down",34.3155431477269,"Nedd4","17999"
"Isg15",4.59343499553733e-32,4.38189945520156,0.919,0.286,1.48299048830923e-27,"Neutrophil 1","Isg15","up",270.695067698174,"Isg15","100038882"
"Zyg11b",5.14498197809193e-32,-0.660188693075417,0.094,0.587,1.66105743162698e-27,"Neutrophil 1","Zyg11b","down",40.7087817059756,"Zyg11b","414872"
"Hmgb2",2.00781843572685e-31,-1.5890225242788,0.613,1,6.48224181974413e-27,"Neutrophil 1","Hmgb2","down",95.8192199491232,"Hmgb2","97165"
"Kif2a",2.31617894932547e-31,-0.861719217479981,0.089,0.556,7.47778373789727e-27,"Neutrophil 1","Kif2a","down",51.8391849531367,"Kif2a","16563"
"Kdm4c",2.35210331169487e-31,-0.710735419832181,0.116,0.651,7.59376554180689e-27,"Neutrophil 1","Kdm4c","down",42.7453836109246,"Kdm4c","76804"
"Acap1",2.41198575356166e-31,-0.562320656088435,0.067,0.492,7.78709600537382e-27,"Neutrophil 1","Acap1","down",33.805216169756,"Acap1","216859"
"St3gal5",3.09843949126083e-31,-1.58302919620554,0.215,0.81,1.00033118975356e-26,"Neutrophil 1","St3gal5","down",94.7710209566376,"St3gal5","20454"
"Ptafr",3.40698648625246e-31,2.6429919051259,0.939,0.429,1.09994558708661e-26,"Neutrophil 1","Ptafr","up",157.976784511343,"Ptafr","19204"
"Trappc2l",3.85836548895292e-31,-0.595851758763382,0.075,0.508,1.24567329810845e-26,"Neutrophil 1","Trappc2l","down",35.5410893699873,"Trappc2l","59005"
"Dgat1",4.27945999384858e-31,-1.06489777948995,0.158,0.746,1.38162365901401e-26,"Neutrophil 1","Dgat1","down",63.4082233805078,"Dgat1","13350"
"Tnfaip3",5.5446299170266e-31,2.77697885173268,0.959,0.46,1.79008376871204e-26,"Neutrophil 1","Tnfaip3","up",164.633052378596,"Tnfaip3","21929"
"Stxbp5",7.81101225801795e-31,-1.01689984582261,0.105,0.587,2.5217853075011e-26,"Neutrophil 1","Stxbp5","down",59.938360170008,"Stxbp5","78808"
"Fis1",1.06984339137155e-30,-0.897128355195659,0.174,0.794,3.45398938904305e-26,"Neutrophil 1","Fis1","down",52.596556379312,"Fis1","66437"
"Degs1",1.19386493436892e-30,-1.31777163733599,0.242,0.841,3.85439294061006e-26,"Neutrophil 1","Degs1","down",77.1133592194442,"Degs1","13244"
"Limd2",1.27215170895827e-30,-1.22476448611137,0.248,0.905,4.10714179237178e-26,"Neutrophil 1","Limd2","down",71.5929773540753,"Limd2","67803"
"Cyb5r4",1.56531645183739e-30,-0.664811218391233,0.084,0.54,5.05362416475702e-26,"Neutrophil 1","Cyb5r4","down",38.723330023226,"Cyb5r4","266690"
"Exoc2",1.9139834928759e-30,-0.825449010966489,0.089,0.54,6.17929570674985e-26,"Neutrophil 1","Exoc2","down",47.9140199900527,"Exoc2","66482"
"Gadd45b",4.771582804887e-30,3.68207790345322,0.869,0.159,1.54050550855777e-25,"Neutrophil 1","Gadd45b","up",210.366377346483,"Gadd45b","17873"
"Bltp1",5.07493490474721e-30,-1.54397757218088,0.35,0.952,1.63844273399764e-25,"Neutrophil 1","Bltp1","down",88.1161604222601,"Bltp1","229227"
"Pygl",5.61866280223031e-30,-1.56204240460374,0.492,0.968,1.81398528570005e-25,"Neutrophil 1","Pygl","down",88.988151646478,"Pygl","110095"
"Pcmt1",9.86900992108478e-30,-0.754439055785953,0.117,0.635,3.18620985302222e-25,"Neutrophil 1","Pcmt1","down",42.5547349079786,"Pcmt1","18537"
"Tle5",1.11773884409711e-29,-0.85774603241777,0.142,0.698,3.60861985816751e-25,"Neutrophil 1","Tle5","down",48.2750634352216,"Tle5","14797"
"Ifitm2",1.15561877771954e-29,2.36810203728076,0.958,0.825,3.73091522386753e-25,"Neutrophil 1","Ifitm2","up",133.200941237309,"Ifitm2","80876"
"Nfkbiz",1.1647134354004e-29,2.1446363247219,0.979,0.905,3.7602773261902e-25,"Neutrophil 1","Nfkbiz","up",120.614635598726,"Nfkbiz","80859"
"Pglyrp1",1.29360511860587e-29,-1.7383097485756,0.627,1,4.17640412541906e-25,"Neutrophil 1","Pglyrp1","down",97.5803249054012,"Pglyrp1","21946"
"Ndufb7",1.3450509513063e-29,-0.860688149364939,0.164,0.762,4.34249699629239e-25,"Neutrophil 1","Ndufb7","down",48.2813154549066,"Ndufb7","66916"
"Tmem131",1.85500606349825e-29,-0.644785485441079,0.114,0.635,5.98888707600409e-25,"Neutrophil 1","Tmem131","down",35.9627310240722,"Tmem131","56030"
"Bod1l",2.00920114300701e-29,-0.661155016160252,0.066,0.46,6.48670589019813e-25,"Neutrophil 1","Bod1l","down",36.8229443211603,"Bod1l","665775"
"Neat1",2.92464898183242e-29,2.10767157429134,0.991,0.921,9.44222923784598e-25,"Neutrophil 1","Neat1","up",116.59520112852,"Neat1","66961"
"Rgs19",3.46178111697213e-29,-0.67915001753573,0.094,0.556,1.11763603361445e-24,"Neutrophil 1","Rgs19","down",37.455684758408,"Rgs19","56470"
"Arsb",4.25594042431414e-29,-0.606796002442497,0.065,0.46,1.37403036598982e-24,"Neutrophil 1","Arsb","down",33.3399779185262,"Arsb","11881"
"Ovgp1",5.09406627764682e-29,-0.588056845639379,0.042,0.365,1.64461929773828e-24,"Neutrophil 1","Ovgp1","down",32.2046587078806,"Ovgp1","12659"
"Kif13b",7.09576294280989e-29,-0.645153438724672,0.063,0.444,2.29086706608617e-24,"Neutrophil 1","Kif13b","down",35.1177092933993,"Kif13b","16554"
"Atp2c1",9.07932780565722e-29,-0.81486109742437,0.103,0.571,2.93126098205643e-24,"Neutrophil 1","Atp2c1","down",44.1545601090393,"Atp2c1","235574"
"Nos1ap",1.07524875848782e-28,-0.808671598392054,0.073,0.476,3.47144061677793e-24,"Neutrophil 1","Nos1ap","down",43.6823958767749,"Nos1ap","70729"
"Resf1",1.09909760945924e-28,2.46569650464716,0.974,0.81,3.54843663213916e-24,"Neutrophil 1","Resf1","up",133.136602188958,"Resf1","67246"
"Ttc7b",1.22746559479956e-28,-0.979242347610388,0.176,0.762,3.96287267281039e-24,"Neutrophil 1","Ttc7b","down",52.7665454318538,"Ttc7b","104718"
"H2-D1",1.45977937241259e-28,1.43527159463754,0.998,1,4.71289770383405e-24,"Neutrophil 1","H2-D1","up",77.0909337004483,"H2-D1","14964"
"Tmsb4x",1.52625950021442e-28,-0.956629139118223,0.998,1,4.92752879644224e-24,"Neutrophil 1","Tmsb4x","down",51.3396117619763,"Tmsb4x","19241"
"Aph1b",1.62729313972539e-28,-0.531458506167119,0.043,0.365,5.25371590160344e-24,"Neutrophil 1","Aph1b","down",28.4878269674385,"Aph1b","208117"
"Plek",1.6345693030688e-28,2.34867377803858,0.997,0.889,5.27720699495763e-24,"Neutrophil 1","Plek","up",125.885732642528,"Plek","56193"
"Wfdc21",1.96965075952656e-28,-1.69999430338077,0.498,1,6.35901747713151e-24,"Neutrophil 1","Wfdc21","down",90.8003819281984,"Wfdc21","66107"
"Mmp9",2.58632443701224e-28,-1.7815356269038,0.547,0.921,8.349948444894e-24,"Neutrophil 1","Mmp9","down",94.6704235101295,"Mmp9","17395"
"Clec4d",2.71868209305519e-28,1.9040949226208,0.994,0.73,8.77726513742867e-24,"Neutrophil 1","Clec4d","up",101.088165924683,"Clec4d","17474"
"Tnf",3.07866009540427e-28,3.96712004475467,0.883,0.349,9.93945411801268e-24,"Neutrophil 1","Tnf","up",210.120616261374,"Tnf","21926"
"Strn",3.24028444064462e-28,-0.979995381360582,0.103,0.556,1.04612583166212e-23,"Neutrophil 1","Strn","down",51.8558318204844,"Strn","268980"
"Zmpste24",4.90313487545952e-28,-1.44219409097624,0.032,0.302,1.58297709454211e-23,"Neutrophil 1","Zmpste24","down",75.7154058569052,"Zmpste24","230709"
"Zeb2",8.12310675170786e-28,2.93872390132913,0.95,0.667,2.62254501478888e-23,"Neutrophil 1","Zeb2","up",152.799865875454,"Zeb2","24136"
"Xpc",9.02814823807922e-28,-0.541228816548284,0.04,0.349,2.91473765866388e-23,"Neutrophil 1","Xpc","down",28.0841886470509,"Xpc","22591"
"Fgd4",9.12466135984177e-28,-1.45417354508892,0.337,0.952,2.94589692002492e-23,"Neutrophil 1","Fgd4","down",75.4411330548187,"Fgd4","224014"
"Fth1",9.23741995753539e-28,2.4746882437693,1,1,2.9823010332903e-23,"Neutrophil 1","Fth1","up",128.354066108062,"Fth1","14319"
"Exoc3",9.67965042041854e-28,-0.607522908617484,0.084,0.508,3.12507513823213e-23,"Neutrophil 1","Exoc3","down",31.4818364026564,"Exoc3","211446"
"Rnf125",1.02784341443341e-27,-0.615439043325693,0.051,0.397,3.31839246349827e-23,"Neutrophil 1","Rnf125","down",31.8551105249221,"Rnf125","67664"
"Ctse",1.09806639107882e-27,-1.02586558122675,0.193,0.778,3.54510734359798e-23,"Neutrophil 1","Ctse","down",53.030981176128,"Ctse","13034"
"Dusp16",1.27679358578822e-27,3.24714785514887,0.876,0.238,4.12212809171726e-23,"Neutrophil 1","Dusp16","up",167.368026288797,"Dusp16","70686"
"Nlrp3",1.30138840193932e-27,2.64016253014871,0.955,0.619,4.2015324556611e-23,"Neutrophil 1","Nlrp3","up",136.031754822331,"Nlrp3","216799"
"Yaf2",1.35919717537067e-27,-0.567187150614199,0.049,0.381,4.38816808068421e-23,"Neutrophil 1","Yaf2","down",29.1991037965529,"Yaf2","67057"
"Mapkapk2",1.78361440392968e-27,2.11856778200632,0.97,0.873,5.75839910308697e-23,"Neutrophil 1","Mapkapk2","up",108.4893088275,"Mapkapk2","17164"
"F5",2.16861252135537e-27,-1.40798089249335,0.218,0.825,7.00136552519583e-23,"Neutrophil 1","F5","down",71.8258247848352,"F5","14067"
"Usp15",2.56372895746751e-27,-1.25679623407015,0.191,0.762,8.27699893918385e-23,"Neutrophil 1","Usp15","down",63.9030320129688,"Usp15","14479"
"Agpat2",2.83078668892659e-27,-0.606751878718403,0.057,0.413,9.13919482519948e-23,"Neutrophil 1","Agpat2","down",30.7907677223296,"Agpat2","67512"
"Hacd4",3.55747555676143e-27,-1.08772930473016,0.213,0.81,1.14853098350043e-22,"Neutrophil 1","Hacd4","down",54.9503314096279,"Hacd4","66775"
"Cds2",3.8957121418256e-27,-0.805067118528571,0.111,0.587,1.2577306649884e-22,"Neutrophil 1","Cds2","down",40.5975728455072,"Cds2","110911"
"6430548M08Rik",4.14665917004484e-27,-0.94906168271871,0.221,0.825,1.33874891304898e-22,"Neutrophil 1","6430548M08Rik","down",47.7996212112876,"6430548M08Rik","234797"
"Rps27a",4.51024033263577e-27,-1.41120248327525,0.582,0.984,1.45613109139146e-22,"Neutrophil 1","Rps27a","down",70.9567977501019,"Rps27a","78294"
"Flna",6.52148669315229e-27,-1.29586113764165,0.422,0.952,2.10546197888422e-22,"Neutrophil 1","Flna","down",64.6794579826469,"Flna","192176"
"Cep85l",1.16350254199379e-26,-0.731081021915333,0.077,0.476,3.75636795682694e-22,"Neutrophil 1","Cep85l","down",36.0667267603628,"Cep85l","100038725"
"Ipcef1",1.23931843691241e-26,-1.30445194458592,0.367,0.984,4.00113957357172e-22,"Neutrophil 1","Ipcef1","down",64.2707292949295,"Ipcef1","320495"
"Khdc4",1.57266304093167e-26,-0.939526482646331,0.144,0.667,5.07734262764791e-22,"Neutrophil 1","Khdc4","down",46.0669414417102,"Khdc4","74200"
"Slfn4",1.6985048997762e-26,2.41121927834299,0.974,0.905,5.48362306892745e-22,"Neutrophil 1","Slfn4","up",118.041495407311,"Slfn4","20558"
"Junb",1.81024623369365e-26,1.70952389560258,0.994,0.873,5.84437996547993e-22,"Neutrophil 1","Junb","up",83.5810021201302,"Junb","16477"
"Rab27a",1.990655238804e-26,-0.713044410909402,0.172,0.762,6.42683043847872e-22,"Neutrophil 1","Rab27a","down",34.7939935631526,"Rab27a","11891"
"Irak2",2.14428589386765e-26,2.11203157783272,0.947,0.714,6.92282700835171e-22,"Neutrophil 1","Irak2","up",102.902503558801,"Irak2","108960"
"Zfp36",2.31987824419695e-26,2.09550021122574,0.968,0.825,7.48972691138984e-22,"Neutrophil 1","Zfp36","up",101.932128635843,"Zfp36","22695"
"Tmem154",2.52005341230372e-26,-1.05616762156956,0.201,0.778,8.13599244162255e-22,"Neutrophil 1","Tmem154","down",51.288106277516,"Tmem154","320782"
"Septin9",2.95717616888461e-26,-0.579645140904639,0.065,0.429,9.54724326124397e-22,"Neutrophil 1","Septin9","down",28.0551839660542,"Septin9","53860"
"Pgd",3.43958667091451e-26,-1.09129348290145,0.289,0.905,1.11047055670475e-21,"Neutrophil 1","Pgd","down",52.654368288907,"Pgd","110208"
"Rp9",3.45934866334436e-26,-0.719741865780274,0.116,0.587,1.11685071596073e-21,"Neutrophil 1","Rp9","down",34.7230639751163,"Rp9","55934"
"Ralbp1",3.47313066499442e-26,-0.826362992829444,0.176,0.73,1.12130023519345e-21,"Neutrophil 1","Ralbp1","down",39.8635838625182,"Ralbp1","19765"
"Rnf10",3.93714642068702e-26,-0.853135543681136,0.158,0.698,1.27110772191881e-21,"Neutrophil 1","Rnf10","down",41.0481032762787,"Rnf10","50849"
"Macroh2a1",3.97117481404099e-26,-0.687889092952906,0.114,0.587,1.28209378871313e-21,"Neutrophil 1","Macroh2a1","down",33.0914499265962,"Macroh2a1","26914"
"Rassf3",5.20663536170493e-26,-1.11798192038387,0.288,0.905,1.68096222652644e-21,"Neutrophil 1","Rassf3","down",53.4785763597398,"Rassf3","192678"
"Mdm4",5.38478907683591e-26,-0.767924917070452,0.137,0.651,1.73847915345647e-21,"Neutrophil 1","Mdm4","down",36.7077911167228,"Mdm4","17248"
"Tspan5",5.79291535925254e-26,-0.806670281009043,0.149,0.683,1.87024272373468e-21,"Neutrophil 1","Tspan5","down",38.5009356163155,"Tspan5","56224"
"Mcu",5.87658837464166e-26,-1.2184483055384,0.21,0.778,1.89725655675306e-21,"Neutrophil 1","Mcu","down",58.1368938334612,"Mcu","215999"
"Trim30a",6.42632543568903e-26,2.80410998349439,0.851,0.27,2.0747391669122e-21,"Neutrophil 1","Trim30a","up",133.544199937037,"Trim30a","20128"
"Phf20l1",7.11051774176133e-26,-1.35812884503405,0.321,0.857,2.29563065292764e-21,"Neutrophil 1","Phf20l1","down",64.5427364996588,"Phf20l1","239510"
"Ppp1ca",7.39523812863281e-26,-0.962050707737276,0.223,0.81,2.3875526298291e-21,"Neutrophil 1","Ppp1ca","down",45.6820332345513,"Ppp1ca","19045"
"Gsdme",7.59825437615057e-26,-0.786925067391416,0.152,0.698,2.45309642534021e-21,"Neutrophil 1","Gsdme","down",37.3450524649478,"Gsdme","54722"
"Icam1",9.49266033535088e-26,3.64252998925054,0.81,0.143,3.06470538926803e-21,"Neutrophil 1","Icam1","up",172.052483614085,"Icam1","15894"
"Epb41",1.11033371047299e-25,-0.610911869867767,0.099,0.54,3.58471238426204e-21,"Neutrophil 1","Epb41","down",28.7602699656749,"Epb41","269587"
"Ncoa1",1.13195522090787e-25,-1.14522599155429,0.209,0.762,3.65451743070105e-21,"Neutrophil 1","Ncoa1","down",53.8924145020805,"Ncoa1","17977"
"Slfn2",1.2221798004778e-25,1.59463486070494,0.982,0.921,3.94580748584259e-21,"Neutrophil 1","Slfn2","up",74.9185503266651,"Slfn2","20556"
"H2-K1",1.78514198794909e-25,2.00112129304867,0.918,0.635,5.76333090809364e-21,"Neutrophil 1","H2-K1","up",93.2577980888839,"H2-K1","14972"
"Slmap",1.95576212890956e-25,-0.897525457697875,0.117,0.571,6.31417803318451e-21,"Neutrophil 1","Slmap","down",41.7452457819317,"Slmap","83997"
"Glyr1",2.31527932581886e-25,-0.873012646031,0.183,0.73,7.4748793034062e-21,"Neutrophil 1","Glyr1","down",40.4577971816292,"Glyr1","74022"
"Fcer1g",4.28233746217894e-25,1.32564680019621,0.991,1,1.38255264966447e-20,"Neutrophil 1","Fcer1g","up",60.6188724091257,"Fcer1g","14127"
"Rsad2",4.64936676937858e-25,4.97380840745572,0.824,0.222,1.50104806149388e-20,"Neutrophil 1","Rsad2","up",227.032162100158,"Rsad2","58185"
"Cemip2",5.98383006170493e-25,-0.523282983084103,0.062,0.413,1.93187953542144e-20,"Neutrophil 1","Cemip2","down",23.7534935442839,"Cemip2","83921"
"Ralgps1",6.15979549549866e-25,-0.616388006284969,0.071,0.444,1.98868997572174e-20,"Neutrophil 1","Ralgps1","down",27.9619646615131,"Ralgps1","241308"
"Gabbr1",8.77663817666358e-25,-0.577203195519289,0.041,0.333,2.83353763533584e-20,"Neutrophil 1","Gabbr1","down",25.9800173494349,"Gabbr1","54393"
